295	86	75	119
294	86	75	120
296	87	74	120
295	86	73	121
293	86	73	121
292	88	72	121
291	89	71	121
289	90	71	122
288	89	70	121
289	88	70	121
285	88	70	122
280	90	69	121
272	87	70	120
268	86	70	119
272	87	70	120
276	87	70	120
279	88	71	121
282	88	71	121
288	88	72	120
292	86	73	121
296	85	74	122
297	87	74	122
297	85	74	121
298	85	74	122
301	88	74	121
302	87	73	120
302	85	72	119
301	84	74	120
302	84	73	121
304	83	72	120
305	80	72	121
306	76	72	122
309	76	71	121
313	75	71	120
316	77	72	121
316	77	73	121
315	75	73	121
314	72	74	122
312	71	76	121
311	70	76	122
305	69	77	122
299	70	78	122
297	70	79	122
296	70	79	122
290	67	79	122
289	68	83	126
305	99	83	120
306	99	83	120
307	97	82	120
304	94	83	120
304	93	83	119
304	96	84	118
307	97	84	119
306	97	84	118
302	94	86	118
300	90	86	118
297	88	88	118
302	88	86	117
301	87	86	116
300	86	86	116
301	86	86	116
302	88	86	116
304	90	86	117
301	93	86	116
299	96	86	116
298	100	85	117
295	102	86	116
294	104	86	115
294	106	85	115
293	107	85	115
291	110	85	115
291	110	85	115
293	111	83	116
296	113	83	116
297	112	83	117
296	113	83	118
295	115	83	118
290	116	84	118
292	116	82	119
295	117	81	119
297	116	81	119
297	117	82	119
298	119	80	119
298	120	81	119
298	124	81	118
296	126	81	119
296	127	81	119
299	127	80	120
302	128	80	120
304	129	81	120
306	129	80	119
309	129	80	119
312	129	80	119
314	129	81	120
314	128	81	120
315	128	81	119
317	128	81	119
318	128	81	119
317	127	81	119
316	127	82	118
318	128	81	119
320	129	81	119
318	129	81	120
318	129	80	119
317	129	80	120
318	127	81	119
319	127	81	120
320	127	81	119
322	126	81	119
324	125	81	119
323	124	81	119
321	123	81	118
323	122	80	119
325	122	80	119
323	120	81	118
323	120	80	119
322	120	81	119
323	120	80	119
321	121	80	118
317	121	80	119
317	122	80	119
318	121	80	120
316	123	80	120
315	124	80	120
314	124	80	120
310	124	80	120
305	123	81	120
304	123	81	120
304	123	82	120
303	124	82	119
300	124	83	119
295	126	84	119
290	127	85	120
287	128	86	119
286	129	87	119
286	130	88	120
285	129	89	119
283	131	91	120
284	131	91	120
282	133	93	120
283	135	94	119
285	135	94	120
283	135	95	120
283	135	96	120
281	136	96	121
277	136	97	120
273	136	98	120
272	136	99	120
272	137	99	120
270	137	100	120
270	137	100	121
269	138	99	121
271	138	100	121
269	138	100	121
269	138	100	120
270	139	101	121
271	138	102	121
270	139	104	120
269	138	105	120
268	139	107	120
270	139	108	121
270	139	110	121
269	139	112	121
268	139	113	121
270	139	113	122
274	140	112	123
276	142	113	121
276	143	113	120
275	143	114	121
277	142	112	121
282	141	111	120
285	141	111	121
284	140	112	120
283	139	111	120
284	137	111	121
285	137	110	120
286	136	111	120
285	136	111	119
284	135	111	118
286	135	111	117
287	135	111	117
289	135	112	118
290	135	112	118
290	133	112	117
290	132	112	118
290	132	111	118
291	133	111	118
290	134	111	119
291	134	111	118
292	132	111	119
294	133	111	119
292	133	111	119
292	133	111	120
292	133	111	120
290	133	112	119
288	133	111	120
288	133	111	121
289	133	111	121
290	133	112	121
289	132	113	120
290	132	112	120
288	132	112	119
286	132	112	119
286	132	112	119
286	132	112	118
286	131	112	119
284	132	112	120
285	131	112	118
285	132	112	119
283	133	113	118
283	132	112	118
284	133	112	118
283	133	113	118
282	134	113	118
280	134	113	117
278	134	113	118
279	135	113	118
278	135	114	118
276	135	114	117
275	135	114	118
276	135	114	118
275	135	115	119
273	136	115	118
271	137	115	118
271	137	115	118
272	138	115	119
272	139	115	119
270	139	115	118
268	139	116	119
267	139	116	118
268	140	116	119
268	139	116	118
265	140	116	119
265	140	116	118
265	140	117	119
264	141	117	119
263	140	118	119
262	141	118	118
262	143	120	119
260	144	120	118
258	144	120	117
257	146	121	118
256	147	122	117
254	148	122	117
254	149	123	117
255	149	123	117
253	148	123	116
252	149	123	115
250	149	124	115
250	150	124	115
249	150	124	114
246	153	124	113
243	153	125	114
242	152	124	114
239	154	124	113
237	152	123	115
236	150	123	114
236	152	124	113
234	154	123	113
230	153	122	114
227	155	122	112
223	152	121	116
218	153	121	114
216	155	120	114
212	154	120	115
208	155	120	115
204	155	120	115
203	156	119	115
202	155	119	115
201	157	119	115
200	157	118	117
197	155	118	118
197	154	118	117
196	153	118	116
197	155	119	115
197	153	118	117
196	155	118	116
195	157	118	116
194	154	118	118
194	156	118	116
192	153	118	118
188	157	119	116
183	155	118	118
177	159	119	115
173	161	118	114
170	162	118	115
168	162	118	115
165	163	118	115
163	165	118	116
163	166	118	116
161	165	118	119
156	164	118	118
150	164	119	117
147	166	120	115
143	163	120	118
139	163	121	117
134	160	121	118
131	159	121	118
126	161	122	114
123	158	121	117
120	159	121	116
116	161	122	114
110	158	122	118
106	162	122	115
104	160	122	118
101	162	124	117
97	160	124	119
93	162	124	116
90	160	124	118
91	163	124	115
92	161	124	117
92	163	124	116
94	162	122	117
96	162	122	117
98	162	121	118
100	161	120	117
100	160	119	118
102	159	118	118
102	158	117	119
101	158	117	119
101	155	116	119
104	153	115	119
106	150	116	119
106	147	116	119
106	146	115	120
106	143	115	119
108	138	116	120
109	132	116	119
107	127	116	119
107	121	116	119
108	118	116	119
107	115	117	119
105	113	118	119
104	112	119	120
106	111	119	119
109	110	120	119
108	112	122	118
106	109	122	119
107	111	123	116
108	109	122	117
110	109	123	118
109	106	122	119
108	110	123	115
107	107	123	119
111	107	122	116
111	104	123	118
112	106	124	117
112	103	124	118
111	105	124	116
113	103	124	118
114	107	124	114
114	104	124	118
114	103	124	117
115	106	125	115
115	104	126	118
115	106	125	115
119	102	125	118
123	105	125	115
125	105	125	116
124	107	125	115
124	109	125	114
127	107	124	117
131	110	124	115
133	105	124	119
132	109	124	115
131	106	123	118
131	110	124	115
131	108	123	117
130	108	123	117
128	108	123	117
128	110	124	114
130	109	124	117
129	108	124	116
127	108	124	115
127	110	125	113
128	107	124	115
129	107	125	114
127	106	125	115
124	105	126	116
123	104	126	116
121	108	126	115
121	105	125	118
118	108	126	115
117	110	126	114
118	111	126	114
120	112	126	114
119	110	125	116
116	112	125	113
119	109	124	117
119	108	124	115
114	112	124	113
111	109	123	117
110	108	123	116
109	109	122	117
105	109	122	118
102	109	121	119
102	109	122	118
98	110	122	120
92	114	123	115
86	109	121	119
82	109	120	119
83	108	119	119
83	106	120	119
80	105	120	120
79	104	120	120
79	103	119	120
74	102	119	121
72	102	118	121
74	103	117	120
76	106	117	120
72	109	118	117
70	108	117	121
70	111	118	120
70	113	119	119
67	113	119	121
69	116	119	119
71	116	121	120
71	115	123	120
71	115	124	120
70	116	124	119
71	116	124	120
71	117	125	119
69	116	126	119
66	115	127	120
68	118	126	117
70	117	128	118
70	120	128	116
71	117	128	119
70	121	128	116
73	119	128	117
73	122	129	114
73	119	129	118
73	122	129	115
74	119	129	118
75	122	129	116
76	120	129	118
76	118	130	119
76	121	130	116
76	118	131	120
78	121	131	116
80	118	131	117
81	114	131	118
82	116	132	115
85	114	131	117
85	115	132	115
86	110	131	118
89	110	131	118
91	109	132	118
95	111	133	116
97	110	133	118
96	112	134	116
99	114	133	116
104	116	133	116
104	117	133	116
105	118	133	116
109	119	133	115
113	120	133	116
115	122	133	116
118	123	133	115
120	125	133	115
119	125	133	115
121	126	133	115
123	128	133	116
126	131	132	115
126	132	133	115
127	129	132	118
131	130	131	117
136	133	130	116
140	134	130	115
146	135	128	113
150	136	128	112
153	137	129	110
155	133	129	113
157	134	128	113
159	136	128	113
162	137	127	112
163	134	128	115
166	136	128	113
167	137	129	110
169	137	129	110
174	138	127	110
180	138	124	111
185	136	120	112
188	140	118	110
191	140	116	112
195	139	116	113
198	142	116	112
199	140	116	113
204	141	115	114
208	140	116	114
209	137	116	118
210	135	117	120
216	135	115	120
221	136	115	119
224	134	116	122
225	134	116	122
229	135	115	123
234	134	115	123
239	134	114	124
243	135	115	124
247	135	116	124
249	136	116	124
252	138	115	124
257	138	115	124
264	139	114	124
271	139	114	124
275	141	116	123
279	141	115	123
281	141	115	124
282	141	116	124
284	142	115	124
286	144	115	123
290	145	115	123
291	148	116	123
292	149	116	123
291	153	118	122
291	155	116	122
291	158	116	122
297	158	115	124
302	160	116	124
307	161	115	124
309	164	115	124
309	164	115	126
310	165	117	126
311	166	117	126
312	169	115	125
314	170	101	124
314	172	110	121
317	169	112	109
316	169	115	117
319	173	112	120
319	175	115	124
319	178	114	124
322	180	115	124
326	181	116	124
328	181	117	125
332	180	118	127
333	181	121	127
333	184	122	125
330	185	124	125
331	187	123	125
331	188	127	126
336	191	124	124
341	193	121	125
343	197	121	122
344	198	122	122
350	198	119	122
354	199	118	122
360	198	115	123
367	199	111	123
369	202	108	120
368	205	109	119
369	206	107	120
372	209	107	116
368	210	110	116
373	211	106	116
367	213	112	115
368	214	111	115
369	214	109	116
370	213	108	117
372	216	107	115
373	217	105	116
375	219	103	116
376	219	103	115
377	221	102	115
378	221	101	115
380	221	98	115
381	223	98	115
381	224	97	115
382	224	96	115
384	224	95	115
384	225	94	115
384	225	94	115
386	225	92	115
389	226	90	115
388	226	91	114
386	226	92	114
386	224	92	115
386	225	93	116
383	225	96	115
382	224	97	115
383	224	95	115
384	224	95	116
382	224	97	116
380	225	98	116
381	226	97	116
381	227	97	116
382	227	97	116
383	228	95	117
385	227	93	116
383	228	95	116
383	228	95	117
386	228	91	116
388	228	90	117
387	229	91	117
384	229	94	117
384	230	93	117
383	231	95	118
380	231	97	117
380	232	98	117
382	231	96	118
383	231	94	118
385	231	93	119
385	232	93	118
386	232	92	118
386	233	92	119
387	234	92	118
388	234	90	118
391	233	86	120
391	234	87	119
389	235	90	119
386	235	92	118
388	235	90	119
389	236	90	120
389	235	89	120
391	235	87	120
391	236	88	120
388	235	90	119
387	234	91	118
386	235	92	119
384	235	93	117
384	235	93	118
385	234	93	118
385	235	92	118
384	235	93	119
383	235	95	119
382	235	95	119
384	234	94	118
383	234	95	119
382	234	96	119
382	235	96	120
382	235	96	120
381	235	97	120
381	236	96	120
385	238	94	119
388	238	90	119
390	240	87	117
392	240	86	117
391	240	86	117
392	241	85	116
393	241	84	116
397	242	81	115
397	244	82	114
398	244	81	114
397	245	82	113
398	245	80	112
400	246	78	113
400	246	78	112
402	246	77	113
404	247	75	112
402	247	76	112
401	245	77	113
401	244	78	114
400	242	78	115
401	243	77	116
401	241	77	116
402	241	77	117
403	241	76	115
401	240	77	114
399	238	78	116
399	236	80	117
400	235	78	116
399	233	79	115
399	231	80	116
397	230	80	116
396	229	83	116
395	228	83	116
394	226	84	116
397	227	81	115
400	228	79	114
404	229	75	113
405	230	74	112
406	232	72	111
407	233	71	110
406	232	72	109
404	230	74	111
404	230	74	111
403	231	75	111
404	232	75	111
402	233	77	111
399	233	80	112
398	234	81	113
395	235	83	112
395	234	83	111
391	232	87	113
387	232	91	114
385	231	93	115
384	230	94	115
381	229	97	116
377	228	101	117
376	228	102	116
376	227	102	116
372	227	107	116
369	228	109	116
368	228	109	116
369	228	110	116
370	229	108	117
371	228	107	117
372	229	107	117
375	230	104	116
378	230	100	118
379	231	99	118
382	230	96	120
384	232	95	120
384	233	94	121
385	234	94	121
385	235	92	120
387	237	92	120
388	237	90	120
387	237	90	121
388	236	89	120
389	238	89	119
388	238	90	120
390	237	89	119
389	239	89	119
389	240	89	117
389	241	89	117
391	241	87	117
393	243	86	114
391	242	87	115
392	242	87	114
395	243	84	114
397	243	82	114
395	243	84	113
394	242	85	114
394	243	85	114
395	244	83	112
397	244	81	113
398	244	81	113
400	244	79	113
400	246	78	111
401	245	78	112
403	245	76	111
403	246	75	110
405	247	73	110
408	247	71	110
409	248	69	108
410	247	68	109
412	248	67	108
412	248	67	108
413	248	66	108
414	248	64	108
416	249	63	107
416	248	63	108
415	248	63	108
414	247	64	110
414	247	64	110
414	248	64	110
415	247	64	110
416	247	63	110
417	248	62	109
415	248	64	110
414	248	65	110
415	248	64	109
417	248	62	109
419	248	60	109
418	248	60	109
417	247	62	110
418	248	61	110
419	249	60	89
419	250	59	108
419	249	60	109
417	248	61	109
418	247	60	109
421	248	58	109
421	249	57	109
423	249	56	107
423	250	56	107
420	249	59	108
418	248	60	109
418	246	60	109
415	243	64	111
414	241	65	112
415	241	63	110
419	241	60	108
420	242	58	108
421	242	58	108
418	241	61	110
417	239	61	110
414	237	64	111
410	235	68	113
407	234	71	113
401	232	77	115
399	229	79	117
400	228	78	116
399	228	80	118
396	229	82	118
395	228	84	119
395	228	84	118
393	227	86	118
389	227	90	118
385	225	93	119
384	224	93	118
386	224	92	119
388	224	90	118
387	224	90	118
385	225	93	118
382	225	95	117
382	224	95	117
381	224	96	117
381	224	97	117
378	223	99	118
376	222	102	118
376	221	102	119
374	220	103	119
372	218	105	118
374	217	103	107
378	216	101	78
372	213	90	96
370	216	88	112
369	212	107	115
367	210	111	118
366	209	113	118
366	207	111	118
369	206	110	117
368	207	110	118
366	205	113	117
363	205	115	118
364	204	114	117
363	203	115	118
362	204	116	119
360	205	118	118
360	206	118	118
360	206	118	119
360	207	117	119
360	208	118	119
358	207	120	119
355	208	122	118
355	207	122	119
355	207	121	118
353	209	123	118
350	208	123	118
351	208	122	117
352	209	122	117
350	208	124	117
352	209	123	116
350	210	125	117
350	212	126	115
349	211	126	115
349	213	126	115
346	214	126	114
345	214	126	114
346	212	127	116
346	212	128	114
342	211	129	115
341	213	130	114
340	213	132	114
340	213	132	114
337	211	133	116
337	210	134	116
336	212	135	115
335	212	136	115
333	210	135	116
334	208	137	118
334	208	139	117
333	207	140	118
333	205	140	119
333	204	140	119
333	204	140	119
329	203	138	117
327	200	138	116
324	199	138	117
323	197	138	116
322	197	138	115
323	196	138	115
320	194	140	114
316	193	142	114
315	192	145	113
316	191	145	112
316	190	145	113
313	188	145	113
314	185	146	113
317	183	146	114
319	181	147	114
320	180	147	113
320	177	147	114
318	178	147	113
317	176	147	113
317	174	147	112
318	172	146	112
318	171	146	113
316	169	146	113
317	166	146	112
317	164	145	113
317	161	145	113
318	159	144	112
321	158	143	113
324	158	142	113
327	157	142	112
327	155	142	113
327	154	142	114
327	154	142	114
327	155	141	114
326	154	141	113
325	154	140	114
325	153	141	112
324	152	141	112
322	150	140	112
322	149	141	112
323	148	141	112
324	146	141	111
324	145	140	113
323	145	140	113
324	145	139	112
326	144	139	113
328	145	139	113
328	145	138	113
327	145	137	113
326	145	137	112
326	143	137	113
326	144	136	113
325	144	136	113
325	144	136	112
326	143	137	112
327	142	137	113
327	142	137	112
326	142	137	112
326	142	137	112
325	143	136	112
322	143	138	112
321	144	138	112
321	143	138	111
322	144	139	111
321	143	138	111
321	143	138	111
321	143	138	111
320	144	137	111
318	145	137	110
319	144	138	111
320	145	136	111
322	145	136	112
322	147	136	112
321	148	135	111
321	148	135	112
322	149	135	112
324	149	136	112
324	149	135	111
323	150	135	112
322	151	136	112
324	150	137	111
324	148	136	112
324	149	136	112
324	149	136	112
323	150	135	111
322	149	136	111
323	149	136	111
323	148	136	111
324	148	136	111
326	148	136	112
325	147	135	112
324	147	135	112
324	145	136	113
326	144	136	113
327	143	136	113
329	142	135	113
330	143	135	113
330	143	135	113
329	143	135	114
331	143	136	113
331	141	136	113
333	140	135	113
336	140	135	113
336	140	136	113
337	140	136	114
340	140	137	113
342	140	135	114
344	139	133	114
345	142	132	113
347	143	132	113
347	144	131	113
348	146	130	113
350	147	127	112
351	147	127	113
351	149	127	113
353	148	125	113
353	148	125	113
356	149	123	111
359	148	120	112
362	148	116	113
366	147	113	112
366	148	113	112
364	149	114	111
366	151	113	112
369	152	108	111
373	153	106	111
373	153	105	111
372	154	106	112
373	156	106	111
372	156	107	111
371	157	107	111
374	159	104	110
376	160	102	110
374	159	104	111
372	159	106	111
371	161	107	110
373	161	105	110
374	162	105	110
375	163	103	111
375	164	103	111
377	166	102	110
377	166	100	110
378	166	100	110
379	167	100	110
379	167	99	111
379	167	99	111
379	168	99	111
379	165	99	111
379	165	99	111
383	167	95	110
385	168	93	110
387	168	91	111
388	167	90	110
387	167	91	110
389	166	89	111
390	166	87	111
391	166	87	111
391	164	87	111
392	164	86	111
395	165	83	111
394	167	84	110
393	166	84	111
395	167	83	110
398	168	80	109
399	167	79	109
399	167	79	109
399	167	79	109
399	168	79	109
400	167	78	109
402	169	77	108
403	169	76	108
405	169	73	106
407	171	71	105
409	171	70	105
407	169	72	106
408	170	71	105
409	170	69	104
410	170	68	103
411	170	68	104
410	170	69	104
410	171	69	103
411	170	68	102
411	170	68	101
412	171	67	101
411	171	68	101
412	171	67	100
412	170	67	100
413	171	66	100
414	169	65	101
415	169	64	100
418	170	61	100
419	171	60	100
419	172	60	100
419	172	60	100
418	172	61	100
419	171	60	102
421	170	58	102
421	171	58	101
421	172	58	102
419	172	60	102
417	173	62	102
418	173	61	102
421	173	58	102
419	174	60	101
419	174	60	101
420	176	59	101
422	177	57	100
421	177	58	100
421	177	58	100
419	176	60	100
421	176	58	100
422	177	57	100
421	177	58	101
419	177	60	100
419	176	60	100
422	175	57	100
424	176	55	99
425	176	54	99
425	177	54	98
424	176	55	99
424	176	55	99
422	175	57	100
419	173	60	101
424	173	55	100
428	171	51	99
431	168	48	99
431	167	48	99
432	166	47	99
431	165	48	99
431	166	48	99
430	166	49	99
429	166	50	99
428	166	51	99
429	166	50	99
432	167	47	99
433	167	46	98
431	167	48	99
428	167	51	99
427	166	52	99
426	166	53	99
426	165	53	99
425	164	54	99
425	164	54	99
423	165	56	99
418	164	61	100
419	163	60	101
422	161	57	101
425	161	54	101
427	160	52	101
426	160	53	100
423	159	56	101
425	157	54	100
427	155	52	99
425	154	54	100
419	153	60	101
422	152	57	101
420	153	59	102
418	152	61	102
422	153	57	101
420	153	59	101
418	153	61	102
418	154	61	103
421	155	58	102
424	155	55	101
426	155	53	100
425	152	54	100
423	152	56	101
423	152	56	100
423	152	56	101
422	153	57	101
423	153	56	101
422	154	57	102
421	154	58	102
422	155	57	101
423	156	56	100
420	157	59	101
418	157	61	102
420	157	59	102
418	157	61	103
418	157	61	103
419	156	60	103
422	156	57	101
423	157	56	100
422	156	57	100
421	156	58	100
421	156	58	100
421	156	58	101
421	156	58	101
420	156	59	101
418	156	61	101
417	155	62	103
415	155	64	103
413	154	66	104
412	155	67	103
411	154	68	102
410	153	69	102
406	153	73	104
401	154	78	102
400	152	79	102
397	152	82	101
392	149	87	103
389	146	90	106
386	144	93	107
385	144	94	108
384	142	95	109
382	141	97	110
380	140	99	111
379	140	99	111
378	139	100	111
375	139	103	111
373	138	106	111
373	142	106	111
370	141	109	113
368	140	111	112
365	141	114	112
363	140	116	112
363	140	116	111
363	140	116	112
361	140	117	112
358	141	120	112
356	140	122	112
355	140	124	112
353	140	126	113
349	139	130	113
347	143	132	111
348	140	130	114
348	140	131	114
345	138	134	113
341	140	137	111
340	140	139	111
340	140	139	110
338	137	141	113
334	137	144	112
329	136	149	113
326	135	152	113
322	135	156	114
319	134	157	115
317	132	157	114
316	131	156	114
316	131	156	114
312	131	156	114
308	132	157	115
306	132	156	115
305	133	156	115
304	132	156	115
304	131	156	115
303	131	156	115
297	132	157	114
290	131	156	115
284	131	157	115
281	129	157	115
280	128	157	114
280	126	156	115
277	124	156	115
271	122	156	114
267	121	155	114
262	119	155	114
259	119	156	114
253	118	156	114
248	116	156	114
246	115	157	114
243	114	157	114
238	113	156	114
232	111	156	113
228	109	155	114
224	107	156	114
224	104	156	114
220	101	156	114
216	98	156	114
212	97	155	114
208	95	155	115
207	93	155	115
202	91	155	115
195	92	155	114
186	91	154	114
180	88	154	114
177	86	154	114
174	84	154	114
170	82	154	114
165	80	154	114
162	77	153	114
157	75	154	113
152	75	154	113
146	73	154	113
143	72	153	113
142	73	153	113
140	74	154	113
136	74	154	113
131	73	154	113
129	72	155	113
127	71	155	113
125	71	156	113
125	70	155	113
125	69	155	113
121	68	157	113
120	68	156	114
119	66	155	113
118	64	155	113
118	62	155	113
119	61	155	113
119	59	154	114
119	58	153	114
120	58	152	114
118	58	153	114
120	57	151	113
121	58	151	113
121	57	151	114
120	56	151	113
121	57	151	113
